video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption
AqAJLh9wuZ0,TaylorSwiftVEVO,Taylor Swift - The Man (Official Video),"Official music video by Taylor Swift performing “The Man” – off her album ‘Lover.’ Stream/Download the album here: https://TaylorSwift.lnk.to/Loversu

🕰️ Pre-order the new album Midnights by Taylor Swift available everywhere October 21: 
https://taylor.lnk.to/taylorswiftmidnightsYT

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe

►Exclusive Merch: https://store.taylorswift.com

►Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

►Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13

Director: Taylor Swift
DP: Rodrigo Prieto
Producer: Jil Hardin
Editor: Chancler Haynes
Production Designer: Ethan Tobman
1st AD: Joe ""Oz"" Osborne
David Lebensfeld and Grant Miller for Ingenuity Studios
Production Company: SuperPrime Films
Executive Producer: Rebecca Skinner

►Official ‘The Man’ Lyrics
Written by Taylor Swift & Joel Little

I would be complex 
I would be cool
They’d say I played the ﬁeld before I found someone to commit to 
And that would be ok
For me to do
Every conquest I had made would make me more of a boss to you 
I’d be a fearless leader
I’d be an alpha type
When everyone believes ya 
What’s that like? I’m so sick of running as fast I can 
Wondering if I’d get there quicker 
If I was a man
And I’m so sick of them coming at me again 
‘Cause if I was a man...
Then I’d be the man 
I’d be the man
I’d be the man They’d say I hustled 
Put in the work
They wouldn’t shake their heads and question how much of this I deserve 
What I was wearing
If I was rude
Could all be separated from my good ideas and power moves
And they would toast to me, oh
Let the players play
I’d be just like Leo
In Saint-Tropez Chorus What’s it like to brag about 
Raking in dollars
And getting bitches and models 
And it’s all good if you’re bad 
And it’s okay if you’re mad If I was out ﬂashing my dollars 
I’d be a bitch, not a baller 
They paint me out to be bad 
So it’s okay that I’m mad I’m so sick of running as fast I can 
Wondering if I’d get there quicker 
If I was a man
I’m so sick of them coming at me again 
‘Cause if I was a man...
Then I’d be the man 
I’d be the man
I’m so sick of running as fast I can 
Wondering if I’d get there quicker 
If I was a man
And I’m so sick of them coming at me again 
‘Cause if I was a man...
Then I’d be the man 
I’d be the man
I’d be the man
I’d be the man
I’d be the man
I’d be the man
If I was a man
I’d be the man

#TaylorSwift #TheMan

Music video by Taylor Swift performing The Man. © 2020 Taylor Swift","['Taylor', 'Swift', 'The', 'Man', 'Pop', 'テイラー・スウィフト', '테일러 스위프트', '泰勒絲', '泰勒斯威夫特', '한글자막', '日本語字幕', 'subtítulos en español', 'Phụ đề tiếng Việt', 'Subtitles in Tagalog', 'Teks dalam Bahasa Indonesia', 'उपशीर्षक हिंदी में', 'Sarikata Dalam Bahasa Malaysia', 'คำบรรยายภาษาไทย']",2020-02-27T12:00:11Z,77746390,1927566,,110168,PT4M15S,hd,true
F3aXpa1rQEY,TaylorSwiftVEVO,Taylor Swift - The Man (Live From Paris),"Official live video by Taylor Swift performing “The Man” – off her album ‘Lover.’ Stream/Download the album here: https://TaylorSwift.lnk.to/Loversu

🕰️ Pre-order the new album Midnights by Taylor Swift available everywhere October 21: 
https://taylor.lnk.to/taylorswiftmidnightsYT

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe

►Exclusive Merch: https://store.taylorswift.com

►Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

►Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13

Official ‘The Man’ Lyrics
Written by Taylor Swift & Joel Little

I would be complex 
I would be cool
They’d say I played the ﬁeld before I found someone to commit to 
And that would be ok
For me to do
Every conquest I had made would make me more of a boss to you 
I’d be a fearless leader
I’d be an alpha type
When everyone believes ya 
What’s that like? I’m so sick of running as fast I can 
Wondering if I’d get there quicker 
If I was a man
And I’m so sick of them coming at me again 
‘Cause if I was a man...
Then I’d be the man 
I’d be the man
I’d be the man They’d say I hustled 
Put in the work
They wouldn’t shake their heads and question how much of this I deserve 
What I was wearing
If I was rude
Could all be separated from my good ideas and power moves
And they would toast to me, oh
Let the players play
I’d be just like Leo
In Saint-Tropez Chorus What’s it like to brag about 
Raking in dollars
And getting bitches and models 
And it’s all good if you’re bad 
And it’s okay if you’re mad If I was out ﬂashing my dollars 
I’d be a bitch, not a baller 
They paint me out to be bad 
So it’s okay that I’m mad I’m so sick of running as fast I can 
Wondering if I’d get there quicker 
If I was a man
I’m so sick of them coming at me again 
‘Cause if I was a man...
Then I’d be the man 
I’d be the man
I’m so sick of running as fast I can 
Wondering if I’d get there quicker 
If I was a man
And I’m so sick of them coming at me again 
‘Cause if I was a man...
Then I’d be the man 
I’d be the man
I’d be the man
I’d be the man
I’d be the man
I’d be the man
If I was a man
I’d be the man

#TaylorSwift #TheMan #Live

Music video by Taylor Swift performing The Man (Live From Paris / 2019). © 2020 Taylor Swift

http://vevo.ly/URX6NK","['Taylor', 'Swift', 'The', 'Man', '(Live', 'From', 'Paris', '2019)', 'Pop']",2020-02-18T05:00:02Z,7969999,317439,,9441,PT3M44S,hd,true
tbEekLA7J3Y,TaylorSwiftVEVO,Taylor Swift - The Man (Lyric Video),"Official lyric video by Taylor Swift performing “The Man” – off her album ‘Lover.’ Stream/Download the album here: https://TaylorSwift.lnk.to/Loversu

🕰️ Pre-order the new album Midnights by Taylor Swift available everywhere October 21: 
https://taylor.lnk.to/taylorswiftmidnightsYT

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe

►Exclusive Merch: https://store.taylorswift.com

►Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

►Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13

Official ‘The Man’ Lyrics
Written by Taylor Swift & Joel Little

I would be complex 
I would be cool
They’d say I played the ﬁeld before I found someone to commit to 
And that would be ok
For me to do
Every conquest I had made would make me more of a boss to you 
I’d be a fearless leader
I’d be an alpha type
When everyone believes ya 
What’s that like? I’m so sick of running as fast I can 
Wondering if I’d get there quicker 
If I was a man
And I’m so sick of them coming at me again 
‘Cause if I was a man...
Then I’d be the man 
I’d be the man
I’d be the man They’d say I hustled 
Put in the work
They wouldn’t shake their heads and question how much of this I deserve 
What I was wearing
If I was rude
Could all be separated from my good ideas and power moves
And they would toast to me, oh
Let the players play
I’d be just like Leo
In Saint-Tropez Chorus What’s it like to brag about 
Raking in dollars
And getting bitches and models 
And it’s all good if you’re bad 
And it’s okay if you’re mad If I was out ﬂashing my dollars 
I’d be a bitch, not a baller 
They paint me out to be bad 
So it’s okay that I’m mad I’m so sick of running as fast I can 
Wondering if I’d get there quicker 
If I was a man
I’m so sick of them coming at me again 
‘Cause if I was a man...
Then I’d be the man 
I’d be the man
I’m so sick of running as fast I can 
Wondering if I’d get there quicker 
If I was a man
And I’m so sick of them coming at me again 
‘Cause if I was a man...
Then I’d be the man 
I’d be the man
I’d be the man
I’d be the man
I’d be the man
I’d be the man
If I was a man
I’d be the man

#TaylorSwift #TheMan

Music video by Taylor Swift performing The Man (Lyric Video). © 2020 Taylor Swift

http://vevo.ly/jrX4A4","['Taylor', 'Swift', 'The', 'Man', '(Lyric', 'Video)', 'Pop']",2020-02-07T17:00:20Z,22344399,621615,,19092,PT3M20S,hd,false
GJU-S1t2r1M,TaylorSwiftVEVO,Taylor Swift - Only The Young (Featured in Miss Americana / Lyric Video),"🕰️ Pre-order the new album Midnights by Taylor Swift available everywhere October 21: 
https://taylor.lnk.to/taylorswiftmidnightsYT

Music video by Taylor Swift performing Only The Young (Lyric Video). © 2020 Taylor Swift

http://vevo.ly/WB6ARA","['Taylor', 'Swift', 'Only', 'The', 'Young', '(Lyric', 'Video)', 'Pop']",2020-01-31T09:00:06Z,12654642,381809,,15964,PT2M39S,hd,false
40RsbcFRwNA,Taylor Swift,Miss Americana | Official Trailer,"From Emmy Winning Director Lana Wilson and Academy Award Winning Filmmakers Behind 20 Feet From Stardom. The Netflix Original Documentary is out now in select theaters and on Netflix.

Watch Miss Americana: https://taylorswift.lnk.to/MissAmericana 

►Download/Stream ‘Lover’ here: https://TaylorSwift.lnk.to/Loversu

►Exclusive Merch: https://store.taylorswift.com

►Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

►Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13","['taylor swift', 'Miss Americana', 'Official Trailer', 'Miss Americana | Official Trailer', 'taylor swift documentary', 'taylor swift documentary trailer', 'netflix', 'netflix documentary', 'Lover', 'Lover Taylor Swift', 'music documentary', 'political documentary', 'Taylor', 'Swift', 'Lana Wilson']",2020-01-22T15:45:12Z,7882026,393834,,14706,PT2M3S,hd,true
O2Irnn7F1PM,Taylor Swift,Taylor Swift - The Making Of Christmas Tree Farm,"►Watch the official music video for ""Christmas Tree Farm"" performed by Taylor Swift: https://taylor.lnk.to/XMASTreeFarm/youtube

►Stream / download the song: https://taylor.lnk.to/XMASTreeFarmID

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe

►Exclusive Merch: https://store.taylorswift.com

►Follow Taylor Swift online:
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

►Follow Taylor Nation online:
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13

#TaylorSwift #ChristmasTreeFarm #BehindTheScenes","['Taylor Swift', 'Christmas Tree Farm', 'Behind The Scenes']",2019-12-23T14:00:49Z,1230189,101873,,4912,PT4M43S,hd,false
hNHBVaFueYw,Taylor Swift,How To Be A Cat,"►Go see CATS in theaters on December 20! Get tickets: https://taylorswift.lnk.to/CATStickets

►Listen to ""Beautiful Ghosts"" written by Taylor Swift and Andrew Lloyd Webber and performed by Taylor Swift for the motion picture CATS: https://taylor.lnk.to/BeautifulGhosts

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe

►Exclusive Merch: https://store.taylorswift.com

►Follow Taylor Swift online:
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

►Follow Taylor Nation online:
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",,2019-12-16T18:43:56Z,931636,96349,,3436,PT2M34S,hd,false
mN3rDTAdM2o,TaylorSwiftVEVO,Taylor Swift - Christmas Tree Farm,"Official music video for ""Christmas Tree Farm"" performed by Taylor Swift. Stream / download the song: https://taylor.lnk.to/XMASTreeFarmID 

🕰️ Pre-order the new album Midnights by Taylor Swift available everywhere October 21: https://taylor.lnk.to/taylorswiftmidnightsYT

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe

►Exclusive Merch: https://store.taylorswift.com

►Follow Taylor Swift online:
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

►Follow Taylor Nation online:
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13

Directed and produced by Taylor Swift

""Christmas Tree Farm"" Lyrics by Taylor Swift:

My winter nights are taken up by static, stress and holiday shopping traffic 
But I close my eyes and I’m somewhere else - just like magic...

In my heart is a Christmas tree farm
Where the people would come
To dance under sparkling lights
Bundled up in their mittens and coats
And the cider would flow 
And I just wanna be there tonight 
Sweet dreams 
Of holly and ribbon 
Mistakes are forgiven
And everything is icy and blue
And you would be there, too 
Under the mistletoe 
Watching the fire glow
And telling me, I love you 
Just being in your arms
Takes me back to that little farm
Where every wish comes true

In my heart is a Christmas tree farm 
There’s a light in the barn 
We’d run inside out from the cold 
In the town kids are dreaming of sleighs
And they’re warm and they’re safe 
They wake to see a blanket of snow 
Sweet dreams 
Of holly and ribbon
Mistakes are forgiven
And everything is icy and blue
And you would be there, too
Under the mistletoe 
Watching the fire glow
And telling me, I love you 
Just being in your arms 
Takes me back to that little farm 
Where every wish comes true
Oh baby, yeah
And when I’m feeling alone
You remind me of home
Baby, baby, Merry Christmas
And when the world isn’t fair
I pretend that we’re there
Baby, baby, Merry Christmas…to you
Under the mistletoe…to you
Watching the fire glow
And telling me, I love you 

Baby, baby, Merry Christmas
Baby, baby, Merry Christmas
Baby, baby, Merry Christmas
I love you
Baby, baby, Merry Christmas
Baby, baby, Merry Christmas
Baby, baby, Merry Christmas
May your every wish come true

I love you

#TaylorSwift #ChristmasTreeFarm

Music video by Taylor Swift performing Christmas Tree Farm. © 2019 Taylor Swift","['Taylor', 'Swift', 'Christmas', 'Tree', 'Farm', 'Pop']",2019-12-06T05:00:10Z,15989248,641524,,25917,PT3M45S,hd,true
Ozk8xq0Lp1g,TaylorSwiftVEVO,Taylor Swift - Christmas Tree Farm (Lyric Video),"Official lyric video for ""Christmas Tree Farm"" performed by Taylor Swift. Stream / download the song now: https://taylor.lnk.to/XMASTreeFarmID 

🕰️ Pre-order the new album Midnights by Taylor Swift available everywhere October 21: https://taylor.lnk.to/taylorswiftmidnightsYT

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe

►Exclusive Merch: https://store.taylorswift.com

►Follow Taylor Swift online:
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

►Follow Taylor Nation online:
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13

""Christmas Tree Farm"" Lyrics by Taylor Swift:

My winter nights are taken up by static, stress and holiday shopping traffic 
But I close my eyes and I’m somewhere else - just like magic...

In my heart is a Christmas tree farm
Where the people would come
To dance under sparkling lights
Bundled up in their mittens and coats
And the cider would flow 
And I just wanna be there tonight 
Sweet dreams 
Of holly and ribbon 
Mistakes are forgiven
And everything is icy and blue
And you would be there, too 
Under the mistletoe 
Watching the fire glow
And telling me, I love you 
Just being in your arms
Takes me back to that little farm
Where every wish comes true

In my heart is a Christmas tree farm 
There’s a light in the barn 
We’d run inside out from the cold 
In the town kids are dreaming of sleighs
And they’re warm and they’re safe 
They wake to see a blanket of snow 
Sweet dreams 
Of holly and ribbon
Mistakes are forgiven
And everything is icy and blue
And you would be there, too
Under the mistletoe 
Watching the fire glow
And telling me, I love you 
Just being in your arms 
Takes me back to that little farm 
Where every wish comes true
Oh baby, yeah
And when I’m feeling alone
You remind me of home
Baby, baby, Merry Christmas
And when the world isn’t fair
I pretend that we’re there
Baby, baby, Merry Christmas…to you
Under the mistletoe…to you
Watching the fire glow
And telling me, I love you 

Baby, baby, Merry Christmas
Baby, baby, Merry Christmas
Baby, baby, Merry Christmas
I love you
Baby, baby, Merry Christmas
Baby, baby, Merry Christmas
Baby, baby, Merry Christmas
May your every wish come true

I love you

#TaylorSwift #ChristmasTreeFarm

Music video by Taylor Swift performing Christmas Tree Farm (Lyric Video). © 2019 Taylor Swift","['Taylor', 'Swift', 'Christmas', 'Tree', 'Farm', '(Lyric', 'Video)', 'Pop']",2019-12-06T05:00:06Z,3173299,124449,,3920,PT3M48S,hd,false
SVY8I46dkb0,TaylorSwiftVEVO,Taylor Swift - Live at the 2019 American Music Awards,"Taylor Swift performs at the 2019 American Music Awards (November 24th, 2019)

🕰️ Pre-order the new album Midnights by Taylor Swift available everywhere October 21: 
https://taylor.lnk.to/taylorswiftmidnightsYT

►Stream/Download “Lover” here: https://TaylorSwift.lnk.to/Loversu

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe

►Exclusive Merch: https://store.taylorswift.com


►Follow Taylor Swift online:
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

►Follow Taylor Nation online:
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13

#TaylorSwift #AMAs #ArtistofTheDecade","['AMAs', 'AMA Performance', 'Taylor Swift AMA', '한글자막', '日本語字幕', 'subtítulos en español', 'Türkçe Altyazılı', 'Phụ đề tiếng Việt', 'Subtitles in Tagalog', 'Teks dalam Bahasa Indonesia', 'उपशीर्षक हिंदी में', 'Sarikata Dalam Bahasa Malaysia', 'คำบรรยายภาษาไทย', 'テイラー・スウィフト', '테일러 스위프트', '泰勒絲', '泰勒斯威夫特']",2019-11-27T04:39:20Z,94849799,2054801,,71291,PT11M40S,hd,true
KmT4Y8w1nho,Taylor Swift,Taylor Swift - Lover (First Dance Remix),"‘folklore’ album out now: https://store.taylorswift.com 

Official audio for the Lover FIRST DANCE REMIX performed by Taylor Swift. Grab the song here: https://taylor.lnk.to/firstdanceYD. Stream/Download the album here: https://TaylorSwift.lnk.to/Loversu

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe

►Exclusive Merch: https://store.taylorswift.com

►Follow Taylor Swift online:
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

►Follow Taylor Nation online:
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13

#TaylorSwift #LoverFirstDance #LoverRemix

© 2019 Taylor Swift",,2019-11-26T05:02:00Z,3307031,157173,,6692,PT3M54S,hd,false
RGJFqm1BnP4,TaylorSwiftVEVO,Taylor Swift - Lover Remix Feat. Shawn Mendes (Snow Globe Lyric Video),"Official audio for the Lover REMIX performed by Taylor Swift and featuring Shawn Mendes. 

🕰️ Pre-order the new album Midnights by Taylor Swift available everywhere October 21: 
https://taylor.lnk.to/taylorswiftmidnightsYT

Get the song here: https://taylor.lnk.to/Lover-SMsu. 

Stream/Download the album here: https://TaylorSwift.lnk.to/Loversu

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe

►Exclusive Merch: https://store.taylorswift.com

►Follow Taylor Swift online:
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

►Follow Taylor Nation online:
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13

►Follow Shawn Mendes online:
Twitter: https://twitter.com/shawnmendes
Instagram: https://instagram.com/shawnmendes
Facebook: https://facebook.com/ShawnMendesOfficial
Website: https://www.shawnmendesofficial.com

►Official Lover REMIX feat. Shawn Mendes Lyrics:

We could leave the Christmas lights up 
‘Til January
This is our place, we make the rules 
And there’s a dazzling haze
A mysterious way about you, dear
Have I known you 20 seconds or 20 years?

Can I go where you go?
Can we always be this close? 
Forever and ever
Take me out
And take me home
You’re my, my, my, my... 
Lover

We could light a bunch of candles and dance around the kitchen, baby
Pictures of when we were young 
Would hang on the wall
We would sit on the stoop 
I’ll sing love songs to you when we’re eighty
See I finally got you now, honey
I won’t let you fall

Can I go where you go?
Can we always be this close? 
Forever and ever
Take me out
And take me home
You’re my, my, my, my... 
Lover

Ladies and gentlemen
Will you please stand
With every guitar string scar on my hand 
I take this magnetic force of a man
To be my lover

Look in my eyes, they will tell you the truth 
The girl in my story, has always been you
I’d go down with the Titanic, it’s true 
For you… 
Lover

And you’ll save all your dirtiest jokes 
For me
And at every table, I’ll save you a seat 
Lover…

Can I go where you go?
Can we always be this close?
Forever and ever
Take me out
And take me home
You’re my, my, my, my... 
Oh you’re my, my, my, my... 
Darling you’re my, my, my, my...
Lover

#TaylorSwift #ShawnMendes #LoverRemix

Music video by Taylor Swift performing Lover (Remix / Snow Globe Lyric Video). © 2019 Taylor Swift

http://vevo.ly/Om6C9y","['Taylor', 'Swift', 'Lover', '(Remix', 'Snow', 'Globe', 'Lyric', 'Video)', 'Pop']",2019-11-22T22:35:17Z,2391658,106219,,2423,PT3M50S,hd,false
trIjpVH8h88,TaylorSwiftVEVO,"Taylor Swift - Beautiful Ghosts (From The Motion Picture ""Cats"" / Lyric Video)","Lyric video for ‘Beautiful Ghosts’ performed by Taylor Swift from the motion picture CATS. 

Written by Taylor Swift & Andrew Lloyd Webber

🕰️ Pre-order the new album Midnights by Taylor Swift available everywhere October 21: https://taylor.lnk.to/taylorswiftmidnightsYT

Listen/ Download - https://TaylorSwift.lnk.to/BeautifulGhostsID 
Cats coming soon to theaters everywhere

#BeautifulGhosts

Music video by Taylor Swift performing Beautiful Ghosts (From The Motion Picture ""Cats"" / Lyric Video). © 2019 Universal Pictures, a division of Universal City Studios LLC, The Really Useful Group Limited and Taylor Swift, under exclusive licence to Polydor Records, a division of Universal Music Operations Limited","['Taylor', 'Swift', 'Beautiful', 'Ghosts', '(From', 'The', 'Motion', 'Picture', 'Cats', 'Lyric', 'Video)', 'Polydor', 'Records', 'Soundtrack', 'Andrew Lloyd Webber', 'CATS', 'Lyric Video', 'Lover', 'You Need to calm down', 'Love Story', 'Songs', 'Shake it off', 'London Boy', 'Live Lounge', 'Look what you made me do', 'trailer', 'movie', 'soundtrack', 'CATS soundtrack', 'movie reaction', 'behind the scenes 2019', 'greatest showman', 'west end', 'musical', 'cats musical', 'cats film', 'lyrics', 'karaoke', 'motion']",2019-11-15T05:00:10Z,7639540,321299,,14769,PT4M22S,hd,false
b5Zay_Hd_7Q,Taylor Swift,Taylor Swift - Lover Remix Feat. Shawn Mendes (Lyric Video),"Official audio for the Lover REMIX performed by Taylor Swift and featuring Shawn Mendes. 

Get the song here: https://taylor.lnk.to/Lover-SMsu. 

Stream/Download the album here: https://TaylorSwift.lnk.to/Loversu

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe

►Exclusive Merch: https://store.taylorswift.com

►Follow Taylor Swift online:
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

►Follow Taylor Nation online:
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13

►Follow Shawn Mendes online:
Twitter: https://twitter.com/shawnmendes
Instagram: https://instagram.com/shawnmendes
Facebook: https://facebook.com/ShawnMendesOfficial
Website: https://www.shawnmendesofficial.com

►Official Lover REMIX feat. Shawn Mendes Lyrics:

We could leave the Christmas lights up 
‘Til January
This is our place, we make the rules 
And there’s a dazzling haze
A mysterious way about you, dear
Have I known you 20 seconds or 20 years?

Can I go where you go?
Can we always be this close? 
Forever and ever
Take me out
And take me home
You’re my, my, my, my... 
Lover

We could light a bunch of candles and dance around the kitchen, baby
Pictures of when we were young 
Would hang on the wall
We would sit on the stoop 
I’ll sing love songs to you when we’re eighty
See I finally got you now, honey
I won’t let you fall

Can I go where you go?
Can we always be this close? 
Forever and ever
Take me out
And take me home
You’re my, my, my, my... 
Lover

Ladies and gentlemen
Will you please stand
With every guitar string scar on my hand 
I take this magnetic force of a man
To be my lover

Look in my eyes, they will tell you the truth 
The girl in my story, has always been you
I’d go down with the Titanic, it’s true 
For you… 
Lover

And you’ll save all your dirtiest jokes 
For me
And at every table, I’ll save you a seat 
Lover…

Can I go where you go?
Can we always be this close?
Forever and ever
Take me out
And take me home
You’re my, my, my, my... 
Oh you’re my, my, my, my... 
Darling you’re my, my, my, my...
Lover

#TaylorSwift #ShawnMendes #LoverRemix

© 2019 Taylor Swift","['Taylor Swift', 'Shawn Mendes', 'Lover', 'Lover Remix', 'Lover Remix Lyrics', 'Lyric Video']",2019-11-13T12:27:46Z,24973114,675193,,23917,PT3M42S,hd,true
kjD3LoXp-Pw,TaylorSwiftVEVO,"Taylor Swift - ""False God"" (Live on Saturday Night Live / 2019)","“False God” Live on Saturday Night Live / 2019 – off her new album ‘Lover.’ Stream/Download the album here: https://TaylorSwift.lnk.to/Loversu

 🕰️ Pre-order the new album Midnights by Taylor Swift available everywhere October 21: 
https://taylor.lnk.to/taylorswiftmidnightsYT

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe

►Exclusive Merch: https://store.taylorswift.com

►Follow Taylor Swift Online

Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

►Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13

Official “False God” Lyrics

Written by Taylor Swift & Jack Antonoff

We were crazy to think

Crazy to think that this could work

Remember how I said I’d die for you

We were stupid to jump

In the ocean separating us

Remember how I’d ﬂy to you

And I can’t talk to you when you’re like this

Staring out the window like I’m not your favorite town - I’m New York City

I still do it for you babe

They all warned us about times like this

They say the road gets hard and you

get lost when you’re led by blind faith

Blind faith But we might just get away with it

Religion’s in your lips

Even if it’s a false god

We’d still worship

We might just get away with it

The altar is my hips

Even if it’s a false god

We’d still worship this love

We’d still worship this love

We’d still worship this love I know heaven’s a thing

I go there when you touch me

honey, hell is when I ﬁght with you

But we can patch it up good

Make confessions and

we’re begging for forgiveness,

got the wine for you

And you can’t talk to me when I’m like this

Daring you to leave me

just so I can try and scare you,

you’re the West Village

You still do it for me babe

They all warned us about times like this

They say the road gets hard and you

get lost when you’re led by blind faith

Blind faith

Still worship this love

Even if it’s a false god

Even if it’s a false god

Still worship this love

http://vevo.ly/nM0VZi","['Taylor Swift', 'Taylor Swift Live', 'Taylor Swift SNL', 'False God SNL']",2019-10-07T20:54:40Z,4419215,167237,,4519,PT4M3S,hd,true
